3333 10000
308616858 742666356 542620729
209929697 504976820 876760301
601603046 230153952 326464623
164767311 159290551 527164062
60828314 481845727 339075960
28409283 941814236 20462021
14920980 561145809 38554055
806105380 689547583 893687997
609473643 737579034 971980554
385764215 811842383 122550625
535618430 644612304 48575819
765097785 935459011 593424001
660107935 760673320 14575854
205173697 947414962 927283411
598654001 110064786 185068782
590391244 170957640 485979488
669090359 223334461 411238610
848671021 142160302 367104701
440295369 665744667 751088980
623012548 118478449 545740795
479494269 217650839 733913342
281368119 950700950 562269810
762028632 560428336 449828169
577968000 8109815 337579524
689196021 349399117 837032726
54882966 31796149 671754222
438687982 626025504 727592017
178318171 909390247 821585398
688225003 911898637 202284654
760989763 751313715 863927260
935610674 474219483 670476026
35819836 48978132 795323296
175623718 191638633 825106674
543894925 865648149 713039482
205075134 921190434 441468026
273027545 636347128 548817927
411533945 376919772 803806812
155302790 183042196 382480364
277031837 494756673 875623495
967891634 703451385 934002348
562054792 683887436 294240475
379565357 218116896 415178981
775625924 562080820 976417208
682512478 271664185 890936545
762230901 358748744 938452580
777504168 626460389 463542921
913325871 293268594 10376561
916279916 159398537 328636556
434999336 160304245 98337018
956002492 201591445 431923617
710295253 230760406 875772523
869703301 550029929 53489115
892182215 890625289 475965420
212669084 38135630 250372217
144285961 191514558 479553916
52586312 697034181 523323796
603928176 989138064 112776600
624763357 631185627 644098480
611006766 882636801 320447490
823686367 632288538 947190991
763639931 515899118 447258202
658962112 144821629 18551174
219378531 291046959 103836726
257752118 758838690 160023271
161734231 351554707 404417602
280365442 427876979 5127150
870430999 205710444 397903799
369643970 466664685 401920562
37812670 242146532 566410049
834414106 506043096 505863395
557685321 945574596 353839839
578526864 230035130 522872499
545125124 928860668 49678677
697199168 856859468 475268096
670752125 158264910 83222829
26081770 454606620 210854496
789108000 710582289 254724451
683643008 532864289 683607106
244060410 503618086 13678526
92380388 512126505 102698350
228425826 386326613 629067650
568656483 799457800 620688653
876096157 742065547 703437186
523165704 155872636 986622714
738957546 992604191 677330332
893515194 272997610 511095619
388560975 380799487 478585687
765553590 780449200 958548029
930403614 314271357 652621712
138322265 613949577 281199646
265853485 159603546 143324078
738115599 605385642 212165758
769790129 679593457 744635705
408984829 399250746 772133089
298487516 281490839 27757136
71849906 64088808 635736183
536966338 206145308 939185045
12202728 420802282 784854770
718433663 215720529 27462731
928929321 276941649 430348603
938983078 700676202 554939683
906424679 769337055 92890737
837592590 691229723 910549547
41084564 6574239 471170867
129860624 97632621 344165388
629728865 966521975 322216129
579574057 805334536 362722346
82047568 418978362 405296013
592661921 745988444 984574427
352376691 195602296 474108586
543101641 916308827 821897583
148989956 736131600 926479341
178918343 87492486 633049286
336808491 816525115 826235783
156506417 262433196 761828658
579672605 715008775 154357961
19305195 206842818 644229225
887980421 766905275 249090286
964737068 428403117 211103351
216835015 930854843 672045900
767729942 396019212 608177896
995387166 266238099 452347059
359306385 547332682 537825576
511901505 576398769 364212790
794595739 434255238 154941420
651911979 594875136 57083118
997728846 629392264 707890704
871069765 901243573 873023636
7252716 965266049 895874095
598140002 475511770 701160088
175821172 631179311 748270728
430664371 902204502 810972267
16851332 873134895 675624803
65711536 541881958 821527959
402564520 789033488 3149786
965618294 995578703 883477186
265633444 5859744 119000677
196667530 211423522 356401281
851938120 700073901 979740650
120785858 868480833 371682212
73379497 808671324 395816310
222433036 171590404 545577781
223429641 406897813 873809842
107299769 852450491 694426798
419573820 316903454 744738896
482459433 233559007 910727293
937370038 763796232 168445588
80108585 628653619 710211663
90780210 201385507 963037963
764526050 605623240 398949617
260653678 780962420 671401302
785273223 818493851 248514675
353807328 518539390 751105240
443080965 918626576 643802682
356797717 776666413 460621342
867093358 752695558 125878905
677096611 804431733 575549734
167225683 88236987 224294752
643956066 879371853 546784979
818676055 591339870 168932715
673466129 972025308 580889850
325539746 334891148 658933535
170381640 365788584 595417664
834919877 144136432 432241263
618323118 406878860 75936312
539590042 552810770 318483828
440977188 160602252 807931733
725220990 184422593 548392824
293143843 58234523 218620432
280341587 587354819 82407211
845974013 113419314 687244244
321598961 698480804 229506722
235405880 72042498 248924961
288463421 996641634 300931986
780650105 215757674 367443440
90992051 534760528 76201512
786063378 166723495 69532871
35466354 462720341 773651368
622136794 228028486 209415939
956352830 323874578 784412011
42449317 412345830 816089733
285587218 373427535 191522068
387042136 295545462 377680039
607832451 631740339 949957890
194531942 109594744 468932405
724724797 577103813 793891945
185158355 491817412 370270827
634462223 124378289 943184988
962021620 55729998 764003791
317870446 310957013 596348237
926692967 980788016 615434941
475977746 537355859 62958134
437850970 866657644 197946088
741579891 237910746 376099433
746300686 611597638 751737811
731920961 211587277 721712777
124617048 714473239 450001714
326788210 61860436 307269754
218809632 607565147 216314811
789666162 19391633 14309296
884841599 223537150 174698743
433799350 782254085 507497945
295291034 199038399 578764180
259915628 945291311 348562763
190697037 419492932 955524340
150073272 250053646 371512404
847485939 75694443 121894975
845543644 961428559 263737057
526952660 47921979 372948002
141675704 497910589 483185797
348022920 392608121 478084205
208051088 935936203 490514344
269693533 655037768 779160273
711703310 122345473 99130448
151307863 557418662 470899932
133415499 431600377 973841561
858250902 60889798 56126523
947143252 406912186 620680768
61451125 871859277 977474322
427636764 678311243 154082094
385266486 739053508 155958001
881090887 936384491 191378835
666537072 853233414 657092635
724977571 906703489 909079967
195281017 574360383 950091991
342937324 622476521 790974671
717100768 531924774 217201993
790038747 698094177 477059530
152093375 585176067 425651915
910470200 598831154 237468419
485076980 637821634 418846817
782605574 703715898 567817971
829595893 147994017 979518647
602081700 787900362 537598008
186557972 325294713 898123138
608546720 965445374 620143483
131079951 427204258 798728784
63050766 192360534 921434259
183974806 551670458 670972721
348223782 755898979 295758214
438124170 781827636 949749634
307374270 523192113 445469867
388797760 552314881 409099181
400204145 168592095 612252827
987793123 88476749 217469643
458385204 599579990 435335591
57762242 254541320 360102446
443283558 865968370 98623691
904943079 790964803 583679251
373862492 687082192 102333125
94378160 771594323 377263995
979692831 480851007 328649361
591192884 220464101 955243295
270447056 466556534 89668003
840982643 297904473 903412506
940672068 89019777 43555636
45635853 763021164 952163350
732141199 734822691 999140970
923216678 454251312 102382316
761215414 444834715 264986011
819232768 628277284 948698044
171128706 768440507 34281927
358218862 361212672 586635451
140898984 448680889 551223115
11445935 869347411 944361134
223701736 138349797 476230464
149415391 61214664 477441800
136195676 792043459 396730274
244772465 764502084 669228045
291395255 649946686 858010717
306548420 388233128 968118303
823027650 472239696 261901333
388360071 369647660 951926543
750433139 817363478 8305298
512952128 802679321 102635033
440607810 219448835 415136484
347932662 634924156 820046538
970591094 339274897 186953359
833122175 183324184 168294715
278501123 103144100 779048542
532722063 512942794 446052095
402592287 175220396 958161367
921741937 668225392 74733692
706366587 229490113 815036614
920827951 647450186 133484922
791456706 803337159 218626609
503925684 226236969 131432651
320222398 375941753 581193905
712834799 180435304 679291120
387876144 390097480 622797508
28653629 485016720 671124683
295248311 532994981 834062983
18720991 956137179 429129905
274034414 977526466 568516471
539240374 171319342 573125652
391183709 310226337 414224089
623559586 822428026 238612676
315948335 936006100 767878075
893933316 38519920 268261309
293031250 476083672 17823829
788321941 59190080 467634029
75608867 780249210 258649123
73146421 182096355 887670896
521088061 568505971 992906554
177690898 703364880 363258733
226754863 442063967 690505596
61704576 360252892 583842638
232306343 483414646 518213120
271783762 86540746 424222625
768997211 259056066 923528086
745297483 382088088 739190243
696596418 539910642 264642600
592934127 332330767 336640558
194683228 974990759 110870455
374517088 676984424 488981891
515677940 33934223 717657518
911279569 982100430 371444933
144706861 780291465 835432717
324974571 940205082 604398180
811393139 634621686 54584989
825017796 999568643 525327441
955309060 613027076 191535994
363917606 163312807 454219389
595773177 976391139 906402498
378827017 439519721 550740674
4778012 438244215 195664734
758958071 733729173 57105777
36116946 143868645 472259062
456659550 329098942 215146985
558234145 16795335 729469736
481420724 132797590 225527193
80800975 923025267 877888556
571433933 853502622 212424163
177860387 324435036 771263183
324304972 741489104 172260562
210206024 466038735 783479311
837554557 334103671 75616986
588412918 705722164 857036104
723221001 195016414 881192213
663350463 907639892 7450042
498438515 197245752 343561673
132235461 912487120 606402420
514267371 660958700 449689535
459888967 680955977 14408951
471159510 110450978 410249162
875649535 853921816 581917156
618609047 936097826 137316413
71982858 16352140 546812173
323456769 774572677 474750521
364218947 196123696 957702170
664067388 628702028 740855279
481070653 207135085 988921295
536800644 440427181 653300610
575360262 183988879 735358755
931352275 952807133 67208665
918609653 605883298 454466493
207656244 841682345 261265467
893030761 909653225 241650076
259285746 824518560 698811044
495460881 864560191 1700773
949991044 42408251 818643244
914367760 779105373 668066310
523773010 844379050 505611812
189694694 191892657 4108394
558876231 755577161 320262797
42013368 967399067 765791553
718342742 309564488 929067413
51387438 897088259 935715531
862689135 612172222 155416115
107984834 671305157 180095096
401946796 200126374 481282188
965843975 270960633 74604496
50775455 995355260 318637923
83425669 241434704 735799654
37595963 895588342 918472019
566291196 551888875 334510229
670073816 545635933 638342148
443956171 128341200 704350229
409686729 360002884 226891345
315807914 54455665 309665288
488371658 23483246 597640941
851129010 756720711 928133357
264447663 762463771 18126823
774030118 102551663 862094408
591681856 118054662 233225429
543098952 916310799 860397431
40855682 406574157 401725615
784733457 371105282 573133756
725216860 578453552 416615831
442246040 776543526 623175686
433440569 360393153 686488987
428549221 555045710 960573272
764595639 258942735 93217142
295832458 907427776 360509125
34024293 942858667 354283415
740364606 746748398 132537346
103916726 958120052 837592379
55140931 256073423 577133653
170348825 745470489 948431046
894582694 444453478 232568927
323082781 703884296 271845999
749936491 460789862 357038609
434659083 595428197 61911286
868917636 737274246 945530646
265449018 13463251 363946096
821864141 640712153 721617695
12132327 713629302 206220746
480851144 358826501 29131704
366153984 919288314 183912485
983423190 861746455 611769305
856619002 378029257 450433898
182218293 603919666 47589327
232356199 507673982 817203171
575707441 156647345 724327419
31480087 504483223 729516781
950617877 706902707 563660736
352915706 530989507 301442577
995316581 122628282 269455846
891249031 202175309 997181317
233349055 79546124 848409476
166492764 150595788 844214009
560525043 76958298 218533294
334992116 495042240 137603436
739131853 456772649 594838199
737263333 144718721 933281067
976875844 212328853 952908275
65917483 793763070 685677860
469446557 777380508 435755730
360629733 206015297 542775761
836267179 552736300 463675575
411689350 635149523 961148816
396991758 904783959 312053282
735966595 246875432 206784259
155605419 782228483 742543665
493177221 699953576 38007186
622775773 795126166 713728548
741189086 544068024 474272712
215614068 871696527 180512945
197092058 328095909 447588425
185687707 508738593 105338424
38915746 454872655 428942987
16015085 323267397 496904161
816974106 583857133 619389580
607561559 130742094 997136924
894023477 560164222 423385309
225408768 110474658 229981721
396171545 856010661 288768426
779468447 842106608 514217014
266550375 236195851 527973698
895180642 517181272 511633643
644050439 205836875 17295494
106803418 306991974 912005257
890513966 200025146 366075420
502835010 513566391 122604360
659419490 695108026 686967908
91606006 58261259 525677775
411161883 260641827 905732895
356520264 350908857 548504038
702608693 7174037 965995059
726687489 964187729 403989416
673388711 329572956 972034615
117576472 831702949 534605649
117075701 357224963 821355772
384765521 979044459 627634502
403462236 490299595 535588880
520176717 69179399 718891651
626733790 573602165 430663501
798779110 57089048 982404924
413784768 270376827 513853648
449803802 888391773 887222232
748071764 579512126 880593336
194874279 698320496 291551205
103473357 616321229 774017092
828370606 994365938 266484995
988753785 566931845 927372824
965768907 923632071 873597399
977097977 929541928 965628288
790824253 91853385 284490674
236451263 690067061 988099393
488706083 909583293 545024872
542812469 272921639 503313696
317317084 542635133 343672049
383746238 258136776 485835376
18479424 828006122 739034392
761382549 43204367 255452716
491003132 651431155 77306593
620502890 298462560 928957520
901548171 17531678 645431346
658645464 970521302 420269189
773480799 641288462 131671387
889802815 626062713 534650573
205665151 249712559 711910049
543439452 209735245 895494400
816339616 142317393 463655710
768878025 615346626 962849816
897531431 522559688 729883696
426167588 259930695 835808668
91989749 135679734 463187737
694297009 40402347 466671316
995017225 168081936 445327650
5714339 192961631 207581805
881925855 65487052 699126427
469856143 438079070 950381796
208107015 186552260 264112155
157122198 409035542 508276923
463784002 334516173 62198993
490163959 204011304 873101828
675590670 165862628 838902776
56783986 362210557 58062790
339859542 612083812 395890125
501556713 68532536 73492233
436212447 190035673 643631959
536062359 379253363 877766543
828322153 725876219 332660060
875551764 402920998 23489252
46271273 448548931 453023330
450109449 891782787 331612081
965533163 577313194 574636230
652857633 802740996 530473387
447182877 105822070 445247064
560567050 523909655 157400529
144262451 224174666 505853854
179274456 111456174 30318516
817073493 666322100 112776367
272792037 509163509 654400313
925368050 151142344 437336907
71825443 420844193 6582128
227925920 913648738 15952959
95412919 72779436 631590482
172866621 122904092 26973994
758625110 97660448 10641269
981349732 59400430 352868906
546556062 761973716 261244768
138855598 442276014 715880850
878272329 964058097 496949608
708268526 59229059 765784757
64444409 152158289 140843155
18881309 297866431 641264407
156126120 470314274 572390132
938591088 672546209 330035341
426332267 116159940 782628097
278745769 150459017 845755362
128215235 402644596 956982414
156646488 770125058 234082715
301497551 817772554 876097370
228533978 815387181 520570047
279836615 193515917 576436079
580789887 845145535 134613191
718757148 892632622 520045363
833666200 884049894 12087939
761926968 483961625 867286422
790283406 400813909 981903760
817267423 744280873 346848525
167456525 736123190 470965038
105993968 692870935 190771711
252563232 132004416 750913386
158301881 3372095 528289950
818876178 398011503 408573448
602919678 702855211 892870641
567655120 938848375 950304494
987606315 895638900 985436689
652736284 32862476 996404207
506714571 827250604 569868700
601030428 598125781 531532338
494719227 834541599 929257800
787954235 849300082 49895937
446912199 941917026 758041631
153427300 566018929 703892449
660387893 166852386 819938229
597087954 956366836 66249860
883155373 769408351 713208025
886027258 197895696 817797725
750379567 729590016 99858731
542434134 898516583 966864265
968071009 961362336 864210702
115242399 463856697 783957833
512155293 872909866 748097211
601605247 965719078 451489897
774033027 618015484 290550085
839732953 481249300 814531349
226034230 894187903 701007499
988242589 729917787 270242731
851478697 620118687 554567257
75010488 938732967 18617515
466271749 873096514 407156948
502030724 564779729 484480848
521942467 797673919 752811960
62474452 141073852 657536732
772133881 482224430 427547412
511179167 870820046 892376458
382219256 995799092 143419015
466685493 471269035 288156266
834686536 930988247 373281202
20922907 121638718 534659955
196090148 499539708 455767163
681589603 133422101 378492051
538670734 689768628 148222410
131861288 197379946 427659848
649281497 430061408 851303924
180691269 455637988 452916473
300425573 809213016 314808806
159596841 723281600 283273633
688300801 418803980 447108697
308226692 995885361 917863284
117295943 216547809 688896166
895735534 189970177 452391584
16501802 838961681 360503511
106932327 740333337 780648137
553256799 66066422 796173579
185190536 806659387 71070697
345461971 241574285 729422497
96576990 109245037 889880343
810476630 550424365 539827686
955935018 369791600 968681594
461023722 502679722 31270041
97946758 437401006 908871949
924999983 519112023 476877182
990706430 155797937 655976064
705673829 535146728 660824040
657805127 134086411 228163359
141157518 345791998 825994549
187320942 48608023 200279462
64590139 44478969 973770618
366043913 102880042 313738277
262978809 199704806 873756436
347555191 96255917 240660604
565339298 92983323 827109249
774714273 470968578 776786322
26333615 467303272 169651071
287942846 476440835 349131324
286978124 767228039 8446835
573083942 103320942 991386367
137954017 721802694 944975655
14281945 719509464 309683356
183726791 798259594 789534695
608314942 890238797 921607554
182178797 433786361 441183008
685603391 597611022 963047627
651370805 91725763 288347764
185946301 439417616 175731642
387180510 704217730 568940687
373031036 658113646 431110248
53714235 497351364 339780537
820451406 54382754 416177971
810173625 313971796 274445903
334360197 648996874 667162690
108266485 688174186 439016141
684093332 741344293 533199366
407109683 342692589 473246581
852738702 844718308 668639604
406835264 747677795 752873301
840078352 938861431 709892945
475761739 151067272 137862461
226378575 267152139 375233694
707520137 280870407 364688943
55485696 630946362 620193725
373080102 5312628 560300776
346306014 236131991 229847035
792999554 410686446 861360822
117004460 76172554 908350030
741409533 106322175 826343653
363495541 904092896 872647704
747566173 878279061 304920796
145756116 261828430 680979335
951038111 108539894 746769163
876839734 47154220 664739089
212349946 130182195 410356512
255878355 711084887 736058933
6769378 757850037 235279604
238064837 874463833 876875126
652549624 38752807 807254186
853888541 141346998 174705449
73209002 888379858 208487303
357511993 397200462 656910771
417545285 716406736 430578605
634545064 571419682 184755723
70625068 985265105 806784132
226742114 271860011 960575863
194362471 53387672 760540582
41986057 250725255 550151519
381599845 713956678 679139501
50841152 487503256 221261791
383875711 956724765 438869480
971370431 485090170 345319578
513619814 829346250 946696760
506558630 164330381 322997461
7714093 436378723 242309574
549393996 123094372 860696781
588581381 738031324 858791035
8885700 489697727 860160879
540163040 162455733 143475509
729475473 475796068 282891707
611557627 944597411 858917417
805266371 310715812 622069091
469271396 651176547 193560380
182131032 861723429 863102610
689934688 541824230 115731264
583745665 954716133 45488536
66369489 155230551 737802296
31959903 745195324 7988707
135213999 456025696 994373644
789589514 489468442 28100093
326293433 725006298 778373194
999131469 628297848 40981640
647593398 344184609 978977592
868783781 378694567 950810747
186742901 695948551 985760926
943395736 833874085 277762793
239231009 902929465 513033967
926327710 378786357 216112934
422526057 782027923 876087410
97426701 155954077 651940015
574858258 69902786 487823590
948711285 835724014 222465545
724693837 910464693 709671520
296448623 178390341 945311852
206632232 719056201 224188399
531533832 767632271 650164689
319879986 726194212 370396230
789012955 397992528 864182953
444249858 589611687 166384725
124132012 412717622 888166060
679036469 262653334 468125524
568070742 591993282 420754366
663879908 539485241 907592927
535705388 425300230 912203843
994314417 273603760 931754573
163319874 592007899 583261764
101410495 374699800 549290764
366670397 339454063 85587911
282487023 984813321 497165314
295611880 190195392 409724538
530029440 81820290 849189469
106279056 859966698 2512646
948871543 977792945 624073742
766842478 543234634 495445688
753556974 24668673 353749690
799209928 583089526 962264002
321801231 238500279 496437238
313379644 735463087 116341732
908957095 105607140 812822309
120247471 772701820 486156284
34980222 101344285 906497758
187533278 128238875 552764463
604710595 478507314 482011233
150602635 173831395 972264290
664710972 361677434 730996837
176276887 510468017 63970791
441677704 602378299 410249924
232075554 906984238 34788053
503111786 396698151 467871298
798632919 544633256 185631035
3431585 908716484 682770567
260239419 445675215 16550157
936985503 390092190 275902528
428750032 42903662 15600967
992979360 485440104 574153985
499661075 566518733 626844731
960355728 792344345 946371365
794887010 957417278 98526260
69127256 857040526 108599320
992002257 953489491 479361793
162033513 352178722 615691101
93325997 17334497 695577173
440100923 648546904 835995062
544440806 714801905 576322125
155839764 651299637 473490365
618123018 18007009 749357829
253175517 666324869 612152779
895886672 143665130 171619887
50307885 92036277 696956960
551531688 658961843 702448819
321846757 756607027 26242355
956473569 732717324 683605464
604001658 852044550 742479697
251086519 394988893 692084254
505253315 650339064 366462426
287194046 488913648 764830927
431794963 618398382 487695764
152188509 440281266 84085364
475383909 451670710 166354750
30779627 160093908 747420378
520098861 958748787 10507462
138578017 8414041 690258332
441828101 388252427 397570795
686824205 764770859 838587399
840266345 813331928 845018934
714601947 338568364 116357680
261829837 285985982 15727525
828111831 508256804 807620268
888685630 869419089 201138724
604052577 63485697 934384647
477704078 472663237 561307971
530938496 91332949 202457251
825210622 29199184 637865641
907079344 892751046 234178758
708261454 658394597 971989389
753404569 945803738 725955570
19635759 713984163 215802635
436276570 585655425 793426071
267850686 997994724 318808968
460166905 963430371 487869522
836185704 689105855 634351974
328513258 790650555 752334999
255167219 65290300 201961377
390291637 240347473 434044041
909481625 307032189 844047327
703143360 4480303 681827981
76951654 243545198 978268858
313153246 903824703 872868299
55913849 129556369 887081985
668345724 246124731 819208914
95411285 200203409 293089523
110526870 703962108 20556268
889641578 523494948 521858922
89336746 463980227 958766529
313649048 868828469 366155333
22830887 753207461 699334817
605478083 880385891 994061567
388302627 443400929 492718515
966679378 582148687 545854519
564647080 348659350 144235767
374629773 741308321 678884008
724866820 457077083 994412667
195021940 867232660 215529242
579188939 626841560 43700481
897145769 832450625 249380555
473768761 60312764 911158755
343558345 301431254 971046745
812636749 51413958 790662022
23891691 573921855 108960584
677345932 695709577 471595674
46188749 365531809 273763365
479335175 94897093 493212561
780443318 126920865 48500331
795346853 583548165 615656087
282905227 91180609 339439762
627373009 622822183 503907554
59206538 10389636 547053482
523505672 918624184 449388947
634992828 81655363 15845642
431141806 124473434 920142426
809253985 650755046 782635646
384585277 757670624 4172250
392798826 914133933 686039317
758101134 146939702 342861571
537118662 144715946 267920078
632180151 652952477 189637175
680368568 713634077 158075870
512123252 461476816 660838956
840079944 937894325 962127853
719554523 836508203 154323749
608121318 872905537 418805539
104215780 400606698 34030260
679334622 56335948 396817433
939691885 949619865 723564958
616261266 62045084 318285532
733032260 172159202 623403753
677305087 501633923 782182
15912436 533555251 608600359
362405003 306278820 974811352
852201947 913463386 722999756
823791310 338876841 88576578
977400000 293315334 260355874
698665483 369216689 857555548
545259559 563234464 523211852
262389364 975496598 827346598
213755230 596638884 950896147
627399738 988529773 504863855
197178467 683469919 325505326
263449507 285624367 192885814
81954858 169814421 860329007
132524590 158548987 469992332
700739039 819178249 261967694
586995677 324074268 785578941
911985977 390403256 790410233
8962871 845181887 41035807
554279376 447918724 448321477
564439053 390652565 564471810
406533458 687105197 395428835
812907804 655668062 619603679
684333350 821074931 884531269
886904294 778696466 109618659
804642347 521100300 176092081
447802264 565813382 418249415
315006332 685601872 461206437
366463435 868477003 129808876
760209202 103633922 493991022
387255261 799789243 784861217
904883854 71043021 384557637
245990243 729038188 546015182
104168206 967363198 826810795
645173552 417553318 48854269
142802829 237829281 321679243
54376286 144550142 825353467
292832942 302213955 40394780
603149610 739382616 752289968
133460695 512682450 881383410
998763269 286207937 738218084
682504023 138762541 566421347
361441826 949264553 661989079
545757629 529394941 248215845
85436113 927052040 363637889
534905786 927771746 618726714
826895532 705170791 47421175
887784816 378623271 486606747
402049976 818650223 813598955
719286837 818442448 70169701
643655280 182110796 774241666
429479533 906953054 250648443
851707477 127500032 71895806
624562716 369815494 806629520
921288679 664751287 375116241
751973086 730170366 156465246
441372225 517776434 13993453
418181736 815536387 554010852
944875240 461750462 256795074
810647468 888285353 337499354
919043350 12118429 643191337
842197429 499594821 74347164
726705484 824943306 228040844
827888992 240885775 245360565
476628603 73947599 769757691
624795309 992095915 442063229
719151634 283091937 159998441
626533360 994852912 667393977
957054927 762022295 230874374
136063052 145162520 850813116
481555447 393329988 443576422
107924147 519607866 862178808
448002816 990186911 915159470
79907263 825331361 153999627
244560979 709468610 939223119
821930562 710110476 471144936
848334567 11264515 831640403
285809674 135683655 388473324
6204981 7580115 442419980
304697755 822238595 968007036
315121728 122490477 482564436
143565564 499552531 18284960
914510720 410159381 491622960
679858760 6710982 677390630
127063835 523772771 477587450
741199569 224134751 783086606
850511261 461103372 861158550
390464750 53979426 218991928
176988640 228668383 524684252
938776426 615739721 449702099
985999509 43785049 887125234
605497700 527702710 840337720
724897253 639848915 587739470
65810933 749996310 695992841
580075217 713688172 633327789
761089208 830766358 242327521
262101964 443467913 812513340
912063436 53013539 722490357
246239202 464126629 123789029
532247329 517954898 544454785
835459558 654544212 773750814
377301479 675999421 890654581
501474704 397384580 877723665
133040659 137261287 912847226
816869216 550214590 610568798
195561256 678901287 731478722
809449323 732744971 73630775
485758639 898335580 79866046
855027122 880466941 64793940
782488577 188312683 918782162
907223941 281887338 128414271
431139289 919263823 482847713
705254100 443939972 557654244
80692179 5220108 751856056
781590974 436256210 188751819
520400367 345240129 320466071
129443119 536864125 983208499
77689881 731760676 693020984
608771754 660019677 928685441
954513371 812733429 381152249
226983585 909554421 424918091
132446720 200866450 524050296
803955811 134818350 173142058
47927324 589757526 130201140
313411122 922062064 258564463
991597016 969682907 292642826
518163436 623434466 94829886
712907653 229453200 59657740
709113729 279401471 454348318
934807271 681776988 313483531
686498675 543351005 802529075
912939885 521436072 810425176
884925531 178278515 372658629
835085994 968462845 846255503
785396606 877099922 741888275
889529191 7370879 618169504
110406775 972034862 307808445
628495947 807819666 169560854
228189153 557777982 280441849
673931950 557150784 532506391
776413311 715101807 579961465
980060730 165187890 190757927
9999999999
75557555
0
394
4396
8226 
6532
5771
861
3214
1151
2653
8119
2493
2787
9021
6778
5855
9288
3764
8699
6288
775
8753
331
7515
9239
8772
4644
6097
774
9923
2659
7238
3259
4507
8553
9546
9219
3906
6442
142
5247
8287
9006
5729
8019
7641
9755
3426
9784
5176
6143
6153
9631
6001
7675
9407
5189
7202
4767
7268
6260
2090
8189
5155
3072
646
2714
8905
9
8682
8723
9716
4058
5234
6797
5400
7556
1195
9399
5493
487
3468
5813
646
9840
897
8676
5478
2096
9150
7038
7563
418
9897
9231
4423
3381
9245
282
6356
2822
9385
9475
1658
9718
9077
5838
8779
9667
232
7187
5671
5336
2338
9344
9177
7659
7309
1609
408
6839
4062
8915
541
8877
1239
2316
1565
1858
3286
5839
1870
7438
3775
5703
1138
3437
5523
9241
2353
6514
198
2836
5826
6314
4754
6928
5093
5105
8377
4114
7058
6898
8950
7217
3859
1624
7320
8653
2807
7637
178
9274
9041
4835
5407
2581
5050
8512
1846
271
8345
1994
4143
4722
5024
7389
9452
215
2455
7428
8061
7815
728
4226
3170
1804
9088
5895
9066
6426
9748
4036
1713
2832
7610
4958
491
3982
7586
5685
3280
5275
1929
7689
2757
5313
8819
5877
2839
6866
2067
2760
2202
5895
4213
5583
4268
7510
9895
3612
180
7130
9055
4508
9766
703
9036
9859
8842
2421
5417
1824
1218
9932
6896
5516
8622
6776
6755
5163
7577
3378
5139
5120
3158
2470
5270
998
614
9799
3501
501
140
734
9290
9291
8235
2637
616
7501
24
5636
5447
1687
4250
8198
1954
4387
1628
8884
2623
9177
6323
6564
1456
6666
6590
5602
3635
5299
6302
8229
8379
3071
9796
4302
9660
4899
6436
4775
683
6153
2661
3392
6978
358
8714
1695
1331
3855
4653
7027
9124
2621
1352
203
2996
211
4382
5120
9204
1381
644
8634
2719
5536
2581
3794
4577
2369
861
4973
992
1225
841
2800
4067
5914
6635
7092
1466
7368
5498
5810
3068
3231
9499
851
6634
3888
7269
4910
1826
1593
1714
3222
9551
6068
4961
5972
9832
2614
1225
5411
8924
8882
3963
2759
3790
2744
4468
2117
3832
9187
9264
6851
3927
9058
4034
4553
3621
636
6074
4312
6763
2677
6275
5964
7102
4073
8940
1616
8434
1301
7179
9903
9362
1650
4623
8414
5830
8963
6262
8702
1655
4150
1563
5700
4493
4177
7596
3389
5774
8073
7784
513
6980
3441
1548
3887
1388
3835
3711
3922
7696
54
4887
1962
419
9616
6367
8635
2475
6221
8385
1742
8618
5730
9755
8710
6210
5359
1698
6016
592
7005
4563
8546
2176
5734
9263
4967
1658
7199
7524
7393
9204
9370
6757
1896
6402
1619
8440
1253
6275
8947
8076
9232
6172
141
8975
9607
5690
6159
910
7696
2198
9087
7770
5249
8381
6901
3948
9931
6488
4062
9933
4334
5321
2176
1270
5753
8593
5634
3653
6256
4936
8169
1639
3623
4768
7692
6768
7998
7433
693
7680
3084
4350
2813
2951
9688
2433
7829
2292
600
9494
1191
7911
3682
2146
3197
6596
8469
9898
6060
1823
6255
8450
1562
2297
3542
333
4364
6294
5064
8507
7153
5688
8452
3734
6057
3754
4686
8657
7703
5986
7262
4379
9755
8436
852
6164
5764
2554
4834
3254
9917
3787
9685
7502
7146
7
5136
3817
8751
7461
1604
2147
5627
6724
689
3789
5493
3961
6167
4673
4710
9511
2083
9651
6072
8925
4536
7025
4007
1558
917
3777
2649
4756
3738
2719
8742
7526
846
6336
8673
9321
74
227
8123
4640
2398
8148
4829
3572
424
4556
5992
6611
2779
9666
6488
1674
9467
8179
7162
4170
8236
5464
5304
6984
8561
1620
2344
3122
9187
4664
8154
8521
4383
2520
5582
6537
3835
2897
9904
5051
51
2319
8203
8245
2387
1917
1057
3643
674
1030
1577
8300
4998
2426
1843
3555
7065
9744
1001
2812
6099
5708
5609
4334
2705
9712
1561
6492
2124
384
5846
7904
1326
6133
3550
3845
3114
5003
1307
9503
9223
7896
4967
1054
9026
4477
9541
9134
1591
9368
5519
2386
