99997 99983
-736791452 -1038993827 298243797
-568618312 -928078658 644704144
-13013880 -185403282 872290998
1059325658 735759309 -476732390
153019290 -94566285 -673569333
795191731 194753063 -269852432
-468574015 -774409462 -970043109
-152142166 400677371 825703552
-65318056 -377669446 -604048032
-724661129 -381163213 968519271
-102857569 -11391605 -1065634741
379391439 -672222091 171557605
-504012674 804281421 -593762531
511060737 997131024 -113828820
416523070 576158724 1001098039
723029546 424019552 -1031825415
1067832382 -727480018 108471833
-818105106 -770080162 829009462
-825993374 750588767 -938457607
979261976 459709221 647443697
-305246078 934076218 592616643
148993109 882975737 122257483
1057303433 -1049662646 435008010
-284958229 -217411548 908113190
324469219 -919209188 544252436
-449669419 -656720522 -646312761
-262465112 569596040 -263774044
-981321135 692107960 713945677
-290074052 927495213 -398349195
215187233 1010241339 347360333
407273995 -401874638 -301810562
533992715 -188252462 469433613
583919390 -607061936 -72271046
-1036372370 -432396820 705481217
543467227 -858275675 -230787814
-937678243 115216200 -623396660
215343565 619149521 481096084
375062926 945932343 -716627009
-250952978 -191120257 -667486339
-69843539 995466043 328487710
667386363 -121647995 466425930
-799338233 -208104721 137227248
1010700825 -882339062 -731261917
-864706197 530155835 -682982483
-912188119 -765333799 -446640217
-950654710 -112907728 -617682344
-172512721 -46427639 -403359030
-624428299 734725004 374562160
-2934664 -457367328 1010921760
-623063940 523229975 327842753
636363814 -85776045 -464301054
-633272637 556128988 235338
565889635 414536707 248519933
-257046632 981880047 764842899
-848400095 37387215 -847584138
539801762 311485134 -734068047
609148507 -172972171 -584746152
385739084 504384767 947163646
40590266 527948424 933550600
-492717794 802209497 -732293935
256472760 -853886861 -997455555
663307559 -49441534 904616744
-494725814 -1030602137 -474283441
191287644 895079249 717735866
86632715 1016072513 417533867
791792351 990173031 406034823
-958757042 864626624 -378102846
-655984101 -46255813 -657455371
506617183 -26848706 1073290643
-828726060 -961986670 -876929057
-575615541 885573466 971092126
28786898 -970096522 49597924
-312795314 797076182 -1073614035
1044298685 810626353 742226962
-1011272334 -127137606 -185426664
-1018394167 -674916759 913743963
648637861 -1043276016 -424153211
958349216 -393636657 -736909645
371755807 -448172299 -29089422
-899807855 -501272722 230077877
-701431665 -355683189 107608878
-946297053 180707842 -830185125
955584244 561779772 164590290
-1010765278 -836119081 -986914704
-1009484572 422969405 168066092
-676468578 -364667200 -1010558221
809672346 15099674 -910113148
-211537908 -400993444 664707654
723630828 998466139 -54277295
988764454 -469351620 462040606
797892652 940127354 932700107
660897140 147549626 -274621583
398485530 95366176 717838713
-255504263 830425878 937360856
372297648 226896616 -136326571
-38575605 -519947682 -295660647
-952291018 -996455516 -984143020
425410038 -345086500 267729836
871084963 740532491 530079527
714736808 707291756 -859057458
-708307001 -206410470 -577641436
905450965 457109043 68468408
-270533073 -948527945 -547234848
-332253274 -456849296 441264925
-482301750 -807192669 171519585
-850711454 108715796 -696068435
362735721 -169258669 -296573501
-745248443 186111431 -749926341
-376337109 -649530670 -105115633
902463815 -216344474 -1072560075
-622391119 -283286792 -331502885
-854165215 -1038858008 253692956
391084897 914402264 1024775020
247726564 -254507850 55764588
-808740274 -315557461 681330922
-615829252 622631732 -146391946
327667089 583207534 575900152
441780876 -134706771 -864785090
524029920 164109152 983509703
22938004 31100933 900660306
-353708029 -876169052 137996879
-55962752 -702872512 207191074
-594757976 -219889064 -945134605
1004778861 710156930 317366582
-926144210 -230296940 -698549335
-182236296 -1008834026 -123946853
-939921184 -267540612 -898806616
337296734 327726024 -217423964
-224188867 -654377738 784471282
-561505183 703704370 -577137142
-865871447 518799235 607369224
842617587 -565651045 468325233
669734978 664303814 -242273813
-998753489 -350071023 -58335246
-747361037 651810327 -377693167
-1048631412 561190902 -378608910
140244975 -1004780313 -237119262
716776547 484953763 -897634876
296342352 -781485172 490340165
-252155434 -727030514 110968666
-925985102 -508177259 -41232737
-648014899 810349428 380227113
968659593 -234569140 857860835
631445219 340796615 -671133679
225656511 -780141651 -308702466
-242018657 -350606296 857896604
-193972487 201956159 139914415
-401770423 -748430373 493612288
601022889 -284192031 -522336777
-231653165 1026205073 -635162298
-10681307 773116264 -522834516
461881099 -793834392 -65279931
963394039 -809910421 309772722
-786811682 450148315 -964035730
612176101 -572653914 -211959349
-271666900 -613424219 796907498
69688263 454699770 904209411
-56753778 -18757091 592174807
312568622 241511475 -245379746
40191519 408853867 -993971423
-1018908512 -397968211 -341095843
-783970466 -145219450 312062446
-354108279 -802573169 -161394507
-1070269904 672213720 -906317713
407881571 -671908842 140818920
998780777 116870153 -768163882
632664336 300864140 538195187
-937774248 -140482914 -380963329
-29284676 -397100562 962331952
-100765652 -194743238 -937175381
-868980461 159489506 897041256
47931020 -102296130 23701473
-74877945 -234661165 683719540
630326445 888126246 938757489
-817391861 1018532570 249472433
-140733187 -594651975 -130983029
-989712627 1048931564 -310550297
-529939997 -242769044 -486459070
-82541979 -572552514 -591601800
550311679 -335126308 782072251
856800077 827422423 -30680071
221419150 183176290 -931061501
-798613426 16725498 -224581386
-707546591 -959242759 573813961
-426445122 1031641872 -479673086
1045631188 -198075135 -58008565
-856708219 -479313622 826440107
731889074 564330093 609301365
522179554 803412050 -124979495
-62876558 -146315625 476938038
262507010 345243584 -122524527
-12559040 -753149490 -485396282
-715323654 937416511 -612663272
710315464 137905123 363132188
793518505 -618021147 522029397
656623173 366674926 406452569
-107582339 -339684569 -246221052
-292376804 1011857130 274099989
63081220 -234651502 198582293
672060542 98883709 464325693
522884509 -440893520 327957185
-641821626 -882633316 170112293
-963175142 290542656 -204086285
943353321 847501535 -474797602
-63101374 283244540 235555026
-781615869 940764953 1033992873
-11487931 -163917887 536694647
-129800134 -666107969 -1073586423
951270758 971182508 596485335
-745743070 946326117 251437657
-271248406 201779878 497396446
-471363555 14240346 872528770
-289905252 -58346016 97289115
83240438 -822955053 -516529555
558177420 398223839 953033682
778028952 844302841 43042757
542519876 1001633747 -994032221
877776223 -601174802 -1021971157
160486850 64907622 217613785
662964751 632311774 831705759
849371146 2735356 271689834
-954732067 -87372515 362510218
-850949572 -808526064 496894375
884838856 -175936967 343521460
-618112032 -63583445 -846438634
1065506776 -170340694 312109320
320043927 -635457739 -502533776
236343643 -498639309 456858769
-121462411 -616808477 -430901497
984307851 699092217 175378647
-685126672 -825620359 843870781
689009534 -166057456 141357578
551897956 747377882 -1045798392
-791380444 -65700453 -938201142
434408165 -511128788 -1024819868
830002760 565993455 -410641125
77141380 873330018 20322339
530666345 16319412 327479002
977662979 -601759148 -696350236
-38045110 394001755 -67178684
156734336 99562139 -95100262
-557395567 423040564 154118391
-456270112 581993908 -96622105
-950507885 853428205 659421213
-410616535 956259712 -544258155
-59487917 424872539 605026435
617215891 159351262 519071635
456530368 -665304598 955250934
594629992 -482085863 487835638
362120330 -334307836 -711572920
476215907 24848466 -814325285
-791793651 -249330647 -427313198
858613032 838915200 -1006901876
-835759225 316143802 -61418202
-427564188 -821186957 -429288755
-905192896 -613210065 642993814
589079060 164423199 -726149583
-460283803 972604091 579802937
190099432 -1021828809 694618980
746027034 -206428319 -431896833
-969772643 70147644 466496390
381036965 -768472479 225942904
286548828 332384670 -905641042
117473583 -1044821601 -568868272
825335039 -156058297 -895314173
-108367874 797781938 -1053239566
-111412881 -728269032 -234779774
48938418 -518315163 958749427
-545113652 915718886 187175952
-950343227 -15233376 -930305803
136316149 -1001674474 -946793353
143585625 590127167 692949772
430925480 -435987393 318737388
739994517 -23821544 1034636830
233196898 -554861747 333213856
-927968931 61644295 70576469
749386893 896826240 19154464
963167739 394457171 -564523478
-592058862 796722879 122459446
365135325 -537851142 -994321572
570398484 -611000403 179785713
684895773 -387673510 42374439
-434686980 -551376608 -381288951
-1073561446 -357224832 540449516
524979236 494726757 818846701
-527253720 937682261 762056751
-999706802 -680150878 -221874683
234276144 -678951928 955189799
-121063498 708462883 -371560385
760424919 -221271801 278355256
485769539 367035228 -247058488
203104137 -138338442 -813089394
119557362 -252902335 24020557
-654433146 -293280836 481599744
312521744 -268302459 57004860
1072769307 116146810 252913016
609464534 -1029659893 -239483383
332613621 -931598899 -239813174
722170257 345517507 782725915
-316956207 -253890571 58900243
989148853 -160127503 784616255
462888890 321041541 960492614
786563513 -66833345 600393125
489614136 -891980435 660011824
8244807 1063243045 1068423059
1028479258 193462122 -277109080
-170542466 606132715 708365531
719609486 652785358 141245681
-1004491631 -242041512 -290083939
-956302633 694102910 64954260
-535564485 619246923 -57107362
-891036024 -476825969 -562223895
-88481713 -680825377 -651076214
-918369761 -845289463 769015210
-713586766 259523674 609088696
-691674223 186614785 201377185
1065140709 -213020212 -242552188
-347208073 614332188 -733459089
-715769902 -716024875 344772582
945367712 -1034008037 348281007
485158955 -392679402 338635751
-643870550 55709945 -432401550
114677330 1052773068 -87077237
-148226226 -305092024 1041768619
-574064673 -335896878 821318389
251803986 -125251663 -226474870
-497034580 32799463 286347237
-66513608 -28960482 417469354
-948941138 -664095382 -951358224
16240508 635211215 134935094
-746359695 -410739886 953517018
431556039 -832053096 -1053197326
25359856 268699750 -686747738
-208336943 1022184842 985570193
-221270647 828923895 -211115609
884529115 -836338177 395366510
-1049028036 292301521 -433867649
-117696965 -470868642 399402539
736264745 718154661 354074931
-943287350 708206700 866423993
-1041930084 192816512 -877113050
-918968702 917269828 152054725
936529216 -116866633 784616896
39048730 -396556800 -631201944
545823654 -286036567 -771584941
168393629 -885450456 116078537
-816140521 482341896 671595983
-205274904 478128771 621524755
642201427 -1001655157 -786199499
-110213331 -860467321 -694137096
307928377 219192765 -361986780
581952664 91151678 608197495
435877663 -363331707 545897320
969759968 -635623330 -758106816
-31275452 -662238561 772736899
276457627 79902799 592916341
-135852503 -328870673 180547366
338379382 746988841 120299747
-1010178640 132594601 -528518962
-891623871 110310464 -709404300
371838170 952370852 1045256815
-966246495 -244435567 1067115413
-710785074 -394560240 -810332196
566072962 527078360 -874844843
-732616396 521465715 -814438919
823417824 -764133591 801420789
-464339800 -984509270 -500618124
901836745 -933097520 -896486929
-1049545864 1031163083 -162305760
-1030915167 562671478 463299616
-150118400 -370103336 -180791312
371404451 -892980487 127239798
895622229 641428112 125879599
154098754 -288254732 -26006641
572597383 -886785665 786928248
-947806536 -110618969 -596454766
-822819676 396846590 -921197502
-795497241 -927786033 -442161164
144919422 -975707440 -447522982
475534183 -260980780 898257420
808313176 -412602800 -635926402
-201397503 -673945554 -590888603
944590329 -661040603 -5278406
747525536 -457403820 870115269
506183309 -995161312 -274259822
-483103547 -140891613 -736678233
15686185 -570423140 345616073
584955981 345992313 -48709270
1070039037 6605295 691952776
-502344237 124547641 51190095
-310860332 34216330 -960066062
-663838087 -660397886 272314472
-258323927 -868196391 45275708
-728148070 -262779899 982389981
-1041366818 338205137 -47220065
122029672 -197024388 785500082
988901426 1037010109 914195184
-294107927 -1044518613 505725050
754844802 411122085 -210863911
-953859980 517694152 -510059358
358196731 47306524 -289656023
382567343 -343388881 369432254
-826236845 -685269436 -729833433
225775836 -160895689 133307375
-767081002 171486303 -576203528
682580670 883514942 262728607
-805097410 264922812 -861254833
-78632077 -405741093 -423685602
504476474 137913886 842159825
898892830 -486039017 -649611002
149291443 992291612 -520127650
-518101349 -74392614 -162655572
62224601 -57679980 24831303
-502618195 -830977935 672473684
-1009106071 325345870 248103820
663270463 344098519 -839648995
859941854 817158943 314613024
110110513 -140475025 688172512
-820988481 575174939 -773031855
299099344 -275167837 24941017
440888442 1056506449 -550191300
-902289343 149754600 209223874
-515280912 311551824 -851287391
558739882 -804962435 -967653253
-545759921 -760953382 -59424927
102304090 -287930970 -813324436
-989662215 -853274266 136680695
950394752 62276757 1006695403
-987372810 -625611214 -631933371
397982236 844422124 -498322472
-768027166 93686445 399122194
-144353194 972426096 -300626847
28023172 -852689356 -214262926
189347453 -928906649 -857347471
783033818 -136124074 25971447
956535274 49392601 -980275948
-1025674442 -352967030 372447247
-800708153 -115409987 -666392409
210299930 989293504 -898759508
100439407 -894223116 -648970811
954219433 -9699263 -713049358
-758925939 315450857 -479691036
-30585138 -355171603 29861165
-724362522 893852055 800412593
291568321 -240200499 159002051
392167705 664870425 -415938361
394768188 750564572 84028694
-389221118 -9563240 -792884761
-218146937 -807925058 -820338086
-810508682 223574183 -697819612
952221868 1044780753 432174750
-19937068 549309987 -97214723
849098039 636251327 -1070425472
119760501 197985949 12699460
-954780452 -498166725 714275341
443508142 642864311 932410924
-802377167 -208374698 410492865
996366594 85201268 183653699
-780381833 974256786 34567249
-909164499 -779519794 719707167
-15301691 -9942060 -586526994
261828917 923181187 -407174663
615197781 -1050645045 142837044
-563403948 -357679058 -829429275
742969995 818780386 -844445997
-353984401 -381707447 -284183577
85785389 986835257 19779537
-94586069 -384726623 -649862454
-61109278 373503069 -779479019
-448988155 395976323 -269423013
1021967029 -462820952 -958460232
225992056 -13903543 -231374529
1018827025 814593000 74836637
689231328 -265245208 -512546554
-1036794785 531474014 -969236911
-713891469 909756329 -935904237
330606582 1028651403 -1070196126
892846489 213736920 -674032723
-504844302 287609679 821957451
-824293477 684918277 -502474414
153887175 -100571471 -233467432
356318988 147146502 -615891670
961157138 -770580683 552100862
650579048 -138950642 -948393950
-768285724 -1037104577 245938277
527934870 349196481 -255586524
-323059344 161276337 154940673
1024072988 -172178562 -1021401764
-227341722 -163897275 -857664968
1056440615 661565746 629802354
537483856 -306080513 -475151573
-305912169 -220478338 213203221
-748875950 -751590752 222486428
-656649389 -597489923 162303774
-844064590 -38991877 -834856822
844949274 928184725 6952474
670302329 840301672 303565276
-812692916 -153256210 -1067153893
-846564432 703202225 -145348816
841404581 355480707 378724500
-725685261 259543964 -813865540
-138366285 546828901 -553756812
-541286588 -417045321 193324406
506935854 -397032396 -847719356
249852889 435853219 -1052176294
1037257262 -352500831 19688732
20358826 -337735236 -666768784
408355271 896186755 -874606799
-255100256 -109012733 541934976
376340506 220106035 -453985450
1031318839 -542105455 -717325843
-484994812 -279732056 311639530
-797477167 277688654 653557710
848048257 -909746327 57866838
-225234715 187931475 919223350
-174904718 598404084 -73700913
-987178768 20700639 -264293147
775460970 -314177724 -960206228
971276669 1049196506 20823843
624021372 364231820 512395061
871947385 809112929 -522388701
109862799 1044174204 232142761
284272388 97853743 -749833196
823816778 987913903 883079061
-663396682 -956027634 1031118849
-776367305 962264532 -1069501559
290921264 -291723237 814430143
461808508 -542955105 609022693
829609654 1040162916 372373955
-461726637 789196691 19870331
781887978 542786651 -541250652
258175074 660343917 363067086
-670913664 -876454331 465523393
950161270 94259538 -82066965
-800712536 469476189 71658181
-759991578 280107253 -450495861
-1050814569 -279827446 -837279825
-36355876 762020518 185187338
-175545332 234442765 376807478
-31383249 -989781580 955318560
308665320 301179665 552151570
-1006196451 -1057638035 -138860358
1028634846 1005743874 -340842839
874198346 897624071 60134677
836424730 2571081 321267648
-124918448 456426562 -551749092
-168626288 -302759600 950824879
-99915684 696828496 -370618308
-314875899 482392481 -1064981323
-81425977 -508430837 303391090
-318148369 648663306 -253513050
-553306198 -1015823741 327438887
123324629 -480255907 36250408
-164873732 427933241 -57282159
-1017237581 -21738085 854721277
-153085053 752144864 937621608
623212791 -641314410 -108208361
385246674 595905373 -441456408
375811109 -780452254 736177144
799490649 181671902 -613162947
-797445289 -769559775 -46534666
-378112068 -855216417 -163601763
728778914 186006910 977155292
2913044 286623813 -832875948
937255262 707222849 697227532
241163198 343011505 -940148810
-1047542703 271174491 82008094
567118787 -1020295384 -783727667
87586602 -981181930 279719111
-248463498 772687572 884543563
-300935463 -178944769 984638732
108501425 689506606 476942247
902477941 -968962383 830542842
147559487 -583247967 413552430
-1061177642 -130026450 -430875903
-38659545 -246657980 -158251384
736459760 -388024647 61202214
-354571874 121255150 169490184
1041238711 543749931 768766672
-87255987 713488174 -475180128
949425350 787706254 339290779
-382806604 978424789 -1058804863
513492598 775029768 -962254991
-813180722 -749390845 -885081539
368379158 -1036682635 466971346
42138190 -323120978 937033806
410826196 320104426 416794481
-580984332 840981052 766054485
-586557087 664493392 -891204860
891830289 928940550 -187950090
807494228 510376183 -348700168
860964922 723264437 -714884092
855170491 755490273 905525209
598914626 158730917 -1063433764
-349798690 957461858 853536953
-961887170 -805344819 -977848055
-585378448 147331256 223713484
233600877 -81148395 147247409
-965471979 -580494347 -954452073
349028275 652786207 940651583
-99200132 -255319687 665364782
1047875112 904818385 -684624488
168165354 698897001 -858901368
393620079 -1004433744 -919251756
-468216817 -167504190 -1006184418
31079027 -579785984 117599083
-1055791173 -695038886 820004082
-85208879 229276189 -512978010
594312728 701333839 60097320
517009502 -332249476 -1043084105
-844710041 -910157067 -125812226
100466370 289942199 130779084
961795929 -141050415 1046531765
-965759978 327690691 -933528258
-922135250 -56040349 -276667817
-96427927 234199220 1026957392
-403627939 -344842783 97182209
-743224883 260190382 247093196
-333896511 732184327 -841351855
401744125 870818029 791250980
-679583016 -573808939 -274518754
1053841358 875316792 373144660
657189348 667661753 642100184
488213928 -798589836 32586457
-914884948 953009010 -669958232
-120845422 822265095 975817800
-280694801 457254479 -275415642
28524917 -1002506335 21231734
-991355902 431340198 880222633
498850764 948959848 393213651
-674264626 41988662 -365566605
-291505776 -333406065 584943071
-234592478 -414638804 494931376
768662471 -772744326 64921321
521991655 744942988 146685667
-942578965 158446042 574379639
-826411841 12023399 607497840
-236486601 -313520861 -539983621
-301876310 145610823 434723097
-738399189 -499619540 527803139
-137681915 511843690 -941217006
699525484 611605739 -774763569
-701249727 897899672 553242029
-405017051 577855761 -188101072
-738033051 -733166604 -676716863
-613205596 11887400 -84055109
271360847 -374085264 789126545
82000143 38860874 165073942
-803842788 868050024 867037919
82192253 -1011191350 -496907122
407136312 -493807874 -1017242144
359039833 -894481178 395861150
122360698 756518788 420517187
-199343439 -53624923 289553664
506090239 324608938 626784080
-362004265 -11592972 402592673
-519721691 545620377 -717937840
-121683344 -841166126 -69862229
1056527895 77119118 52717608
-840535861 100373745 441084914
477660559 -411270548 106473292
104986146 -996248463 374860600
729852590 -554790563 -454783346
345641347 -43487094 1024458077
-347148449 852241371 853014131
-999641390 158750171 343676502
932775109 -911873970 -773402292
-1039405481 33049076 -989136977
-744288079 -235395155 135926862
913985161 829107295 50360580
672419717 255156092 516801883
414050899 611371400 176916155
-872520448 764603296 -542570913
-1022932564 649113100 -1026672454
-558736847 -573302298 -1065558584
-494828036 1017479781 457575988
832102773 -224936877 -914106339
-825854185 -43899755 42616078
945912596 424044457 964762926
66604832 631268200 -429328222
-701152578 -2969454 857926546
-201551860 -294705106 739902920
150513765 484952869 -537761579
424832808 -326992363 -69861002
450299006 -291115491 169786055
-374387934 -934517974 -605361940
297816524 734519956 -554657367
928275781 -12884445 -1010405788
991134136 92500063 716284935
-739147889 526185474 427234004
-964089820 705421414 625943690
-895271946 978572817 454049585
-755878700 851767305 -610042203
838002616 -51464904 -164869224
1050823045 830522907 -307934210
227501684 737580246 -916167425
-995028021 -189515426 -38986657
-141986342 86389943 456887607
870222380 217468964 462419
-270253109 798301382 -522922881
230372611 -335635079 1066068515
-636732665 -654585837 541736048
181608442 -683156237 -328282529
514383153 17364449 -4715723
-714622096 -559042041 359692903
-567918559 -302514126 5066257
264330867 573029850 -308330507
-165617735 411720411 783217857
891887823 -337318298 -121048136
-453727961 -67416565 495920422
397992264 7861681 510207337
185733458 231175860 -225121391
-1005973797 817003065 -734887492
56042846 291938665 868390229
-57150320 8650424 774821689
873046641 93577864 -336646832
145338140 -168814032 -409642518
-974239426 -250940434 -143298457
-412221043 1036764735 845415125
250494086 205100968 538225683
-60285268 -454720460 768020870
-1070637016 355602028 673547853
-337198600 579772960 993017321
-139465467 510478824 457769981
484095164 135165071 703081343
759301589 -794892669 137817195
-918057953 -688003428 252480802
492003019 48193080 -561320721
219678721 -571102258 -9812321
925521526 -673429251 -179401747
777095108 397363753 88888618
670590143 -913142136 789651151
-534953285 -649575566 -476832919
-695809379 96382961 -987820113
-501252061 -48902338 -372804050
59239158 217293703 52395643
431711762 -370489980 -176866410
596206292 670918938 -1049853465
-638246225 -1030640671 -852864911
-588906922 -146938524 -1042624831
733158800 -408957530 854301718
-1064673140 -430869037 -358996117
-811002133 -34970478 373687082
340083503 178975448 675744145
112108788 236933072 525418780
781603205 -130859747 539688099
519513343 -11981057 -583588786
-132181822 -481693210 679653848
-4625979 72096979 -853106137
-890826564 809124470 -175570839
-591615260 404297329 1012832948
452363634 963901459 -386207308
-457883927 647898088 338625622
247132813 -975746388 -273202503
482563395 -655707650 856342188
969425682 -300733084 -883507230
635602472 703840684 -744408416
648337857 -169237779 970309960
48705257 1053408584 -783641533
-385493008 876019270 831573463
-1062290541 -148572563 1011105754
744651238 -57808550 -124850036
-995468086 -536407305 783056542
283043664 -346288946 -215725316
928394492 205513199 -715185233
805217806 165667536 -664219566
-517905750 226462308 -247954903
-1054762539 462814754 -931490065
422514927 976239410 214542544
255553532 873809112 823697640
-252625171 -502418738 -606567724
17051445 972150222 -73171828
-339377568 617285238 201132276
502072835 39816060 996251491
509544866 -374613930 -597378904
-195394622 -640597114 253700365
-339295000 -860409660 693317186
-326431280 -180738089 -249997880
-755575996 -938754890 597680637
-153828245 67707335 615704779
993099972 -522460275 -38636726
-660160171 751302763 -128799766
1014478319 191074036 -738344921
201405586 -416774344 377329554
250672232 1063550139 403586973
-654394201 1052992930 603286348
458853941 -311681622 623097148
-714649429 242595415 48590170
204097367 -470376937 992219815
-781033668 116653813 419722504
-743629765 -738982542 416809657
1066943434 652192679 -1021437851
826181090 596815821 -503456566
248785982 -840356233 -672069600
-693020200 -289887245 384502298
-673330159 576499996 482227431
-848981264 -1017913905 806211067
-175624515 -430605044 -222474640
628263565 975971770 792789400
977368408 978539866 602779095
716692111 -234253860 -55663811
874720285 -198390255 -49370116
-800115808 262668633 328743241
225463794 -851248283 1040785194
-935537384 -904938102 -516958348
400908749 651911498 -852962712
402005527 929520941 317507292
-256256006 -607542340 149350698
416946681 -218303365 -1064739805
967244072 978731299 260792477
956464718 -581995227 -7809923
1044218239 -11607736 -768915536
-1022359966 -732601913 699138390
-315078975 1071704665 -805441053
-148137237 -710926223 945014831
77699694 -885521261 -905173802
-357388976 247443021 -227011205
416829699 495345724 658413538
-297827719 -570265956 -331232257
-227919565 -665591615 -598767995
498418738 -333624270 -530414330
-930204711 -62844041 -840326579
-371122077 737938943 1056524542
239142786 1002389764 -995930275
-740537544 -671392743 678720412
120789319 420751764 891197920
10550851 -957271676 -46988036
488099494 297541215 -82663744
976398954 -571580637 748083772
-735585608 90394309 -615956735
591445419 -1017408653 866798844
289673989 -814718167 -818772500
974773337 599491927 793114985
594923521 247173959 -288360694
651486687 -8649950 -409860175
70457063 331875113 702491688
693195600 -979594978 835220613
819084827 434518782 -823851835
759195036 562197182 -985537181
-792462864 -44465884 -1049785392
852798462 -438414259 -828367895
-719309876 -8495544 598423130
138844509 526356730 -856980907
1063997188 -835840533 -723342640
319016882 -754200494 98119266
-458729288 248109223 -88752822
-117213876 163621899 576081308
-426531726 296289708 786047070
-254097238 268760229 -582979637
913526355 -452274701 272178834
-1004198879 877117810 723439970
-663948418 187997054 918439497
-847744160 -957639139 489490947
-365199665 138024759 593487185
1030738841 1003399266 480049525
738794688 -230210819 116763961
-591707526 503666411 943564084
-3367112 661595310 -691287547
-61881647 113434526 555079876
-823316347 -786862625 -765219032
-10704370 411358587 438322620
689226856 122521770 952581379
-602673366 -177978531 570907627
293277114 -1068493889 681029393
-488125365 534070998 734723052
811993200 642944970 720012614
224335930 -7897097 871027366
857790238 -397840802 -143836726
-99150015 -314107970 -88672903
-237492787 407096321 -1031763030
-140542809 316216101 -999595908
765143524 962786540 -991242344
711810959 729377486 682759447
-852772124 -290283985 -1054578166
-440017296 779481841 -523870686
-923289132 -277826823 96495666
-351409639 404042327 -767044224
-117277967 -684099517 458758887
261403381 -3869743 -890121736
-284455034 -769638700 -480600693
-121340355 277323724 534421460
-335962641 -93654011 -116928228
-260933094 174427338 25765832
-258316156 11705658 499362186
-749040778 624036528 -825782120
1073355050 -103478376 -489982442
963171553 -448261759 927372038
-872677644 -833634893 -463476132
-870682757 526929375 -67276838
646485641 371952832 -820273339
-786471061 198655676 -176762563
-929489527 536856460 -16760438
40936591 -773360531 747501859
-958465256 -61765388 -642259107
-219791927 -465987526 173796943
-981075967 588709696 -935387668
326599180 949357736 772031859
808023600 -102503005 -288645756
-909316632 -24936224 290677941
-973926301 -321737773 -483884317
-881697054 -293855005 330771514
-928655711 -146295738 827957487
763133558 195091754 1072920184
-1048017674 -978236187 -727980056
837265173 601692126 689094917
523743656 716942678 112213499
-675339921 845545991 313288067
560504062 806155444 686886430
608117542 -337730495 -841822298
-1034781403 119259140 402740153
356535809 -646122435 -92244828
-600778169 -30407572 1019826360
-844436831 -798725066 -654044300
-130426630 -904467182 -630246495
1019018309 -122372532 -390190490
769659586 701135517 1014263048
-940708824 -600830140 321060563
243671387 -424967556 -568941957
992926877 -166394143 511400088
-860259822 -915019658 391173677
625648172 402760140 -476541082
-686277203 676196273 -717357734
949381659 1002526493 32214121
-359188386 623599046 -726350050
-102633258 -585196205 298025241
888238354 147350611 -470670057
510424055 -702034878 -111872013
1037400155 271103357 750574696
-117206214 -911361236 85334822
972205579 -731662827 -924880416
775300641 394338925 99372772
181097837 -886002417 727798948
642020949 995678205 292994886
366826215 1007154578 -939334926
-984990235 -235725718 -1012827234
-132429065 827281937 -510855563
-629668088 -941692394 270849545
1069470625 -349303854 314360047
-633224199 799392645 87005699
216079748 -1030713926 -31741884
-745443927 -975943021 -505192087
156959989 -218942948 857226804
-614674430 390867600 -850283392
1016044501 1071457934 -783961709
-792058257 -513099943 877145476
702917625 242585551 -940985997
759948194 -804020854 -378273089
1037516125 35646926 948227722
181585521 -847366800 -877670378
-1004362507 -125480946 -97584683
233162741 211571977 733860116
-686018797 -623519587 -972721947
-683109092 -94797753 -739239608
939778029 -718872426 660723782
288698219 737363977 872482077
40653572 411949049 447957733
472928938 -687033936 -832900679
-393824045 249601766 -451649243
831040572 -814045778 989491472
1059072343 910791326 -939498322
191470923 861827427 438642221
653670601 -508995930 -29641145
-1011534589 947635768 284767644
-691016085 -88144408 -988071060
-370124363 -114043752 -753618260
891630097 -754321648 247371965
674405745 508603696 -794456617
-569829227 71798389 -87422726
194138015 790256635 361539148
639459534 -563309121 747930971
-1526170 212365490 -411571397
432317892 -1071299299 1070483925
-587481697 357145832 -912947166
368714659 -131924421 913456992
-610406678 793402460 631150683
-936003412 342579137 871101150
111196609 -549997163 -501415396
-345666483 -1002346374 -1016914164
-85918887 725427546 330056996
-203385429 525767925 -967311321
619359294 -14359220 2399831
-611531650 6425882 792772068
380721170 671089413 43206497
99605394 -7635070 630363318
426796821 942188720 -933230249
110190367 886157778 693629473
-589367851 333636808 931999816
-130378916 -776641867 1064039238
-522907640 610407941 773322067
-1034746241 -943388973 901124994
974345520 -763464009 -357348670
-334444923 -1054752333 -737988636
511951105 470657117 810873776
308810544 802121618 137538256
559258452 1012955847 465420613
-722452767 -656775625 336935091
-150254312 477169127 -242811914
-44455463 -4671805 82958339
-135644062 -44119232 -560573623
381810102 320653553 -849317587
-340404595 -563868953 183363572
637960952 755238776 -265110983
-514800371 299988694 -410595122
979904455 -410134453 -333602096
-126113324 -579781561 -972677849
-830417711 -785494029 -1038274628
354454895 -221350130 -290742229
-605221054 635357397 802294099
-727393624 193542429 -334519508
605484283 -877134586 -590906141
572181499 -36861096 216422316
931856562 823358010 -697444028
274606374 812726192 -470059457
112978953 -500046438 -378262200
-347419162 -592082907 276744808
-763327333 88921477 -504131398
-1018730278 291369399 -498829459
-155427762 -658211026 624407743
-314458117 218281123 -223652177
-13078668 -881228006 -195568845
-865184763 -725734740 -587050726
645934679 286968210 -289504230
-95337721 -545350254 -228992127
